paper_id,raw_conclusion
67360,"In this work, we provide estimations of the key parameters of the dynamics of the COVID-19 epidemic in French regions as well as forecasts according to NPIs especially regarding the proportion of infected when lifting the lockdown policy. The point estimates of the basic reproductive ratios for French regions fluctuated between 2.4 and 3.4 before lockdown took effect, but according to the uncertainty around these estimates they are not substantially different from one region to another. Therefore, observed differences in the number of cases were due to the epicemic starting first in Grand Est and Île-de-France regions. These estimates were close to those reported before isolation using other models (Alizon et al., 2020; Flaxman et al., 2020) . The model provided estimates of the impact of the lockdown on the effective reproductive ratio and although recent data led to a substantial reduction of R e after the lockdown, it remains close to 1 thus without a clear extinction of the epidemic. These estimates should be updated with more recent data that may lead to an estimated R below 1. On the other hand, it is an argument to add other measures such as intensive testing and strict isolation of cases. In addition, the model provides estimates of the size of the population of people who have been or are currently infected. As already reported (Di Domenico et al., 2020a) , this proportion of subjects is around 2 to 4 percent, so excluding any herd immunity and control of the epidemic by having a large proportion of people already infected and therefore not susceptible. With our estimates of basic reproduction ratio, the epidemic would become extinct by herd immunity with a proportion of 89.5% (95% CI [88.0%; 90.7%]) of infected people. Interpretation of our results is conditional on the mechanistic model illustrated in Figure 1 , and careful attention must be given to the parameters set 24 . CC-BY 4.0    "
67373,"We proposed a SEIR model and used the available data 24, 25 to estimate the parameters for the spread of COVID-19 in nine different countries. The time series data, starting from 22nd January to till 2nd April, 2020, for both the developed and developing countries were taken into consideration for the estimation of country-wise parameter values. We then varied the estimated parameter values to see their effect on the course of epidemic in each country. The effect of lockdown and personal hygiene, which affect the human-to-human transmission at the community level and household level, were considered in the model through the parameters β and w. As expected, lockdown and individual hygiene measures had shown their influences in reducing the epidemic burden in all nine countries. Looking at the country-wise prevalence percentage for the next three months, we observed that disease burden will decline in all the four considered European countries except UK. The situation of USA is almost similar to UK, where disease prevalence will be around 25%. At the current infection rate, India and Pakistan will reach their peak with disease prevalence around 60% and 70%, respectively, after 150 and 85 days. Bangladesh will attain its epidemic peak much later. The best part in Bangladesh is that the highest disease prevalence is lower than 9%, which however may be the result of small amount of data availability. We were more interested to see the effect of lockdown and individual precautionary measures on India and Pakistan, though the latter is yet to go for complete lockdown. With the existing contact rate, the epidemic in Pakistan is going to affect around 70% of its population in the coming 3 months, where as 3% of Indian population will be affected by the disease in the same duration. However, the number of infective in India will exponentially grow in the next 2 months and the disease prevalence may be about 60% of the total population. To decrease the prevalence percentage to 0.03% in next 3 months, Pakistan has to reduce the human-to-human transmission rate to one-fifth of the current value, while for India it can be achieved by reducing it to half of the existing rate. Lockdown not only reduces the size of epidemic but also causes delay in the occurrence of peak. The length of delay increases further if the individual level precautionary measures are increased, see Fig. 7 . It is observed that the non-pharmaceutical measures, lockdown, maintaining social distance and individual hygiene, have negative correlation with infective numbers. But none of these can individually decrease the infected population from its current value. They, however, can prevent the outbreak within a period of one month when applied jointly and their measures remain above some threshold values. Our 2D parameter space analysis showed the existence of such parametric region (the green colour portion in Fig 8) even when there is no pharmaceutical intervention. Number of infected population would decrease from its current value after one month if the parameters (β and w) attain their values from the green zone. Though this region is very small, but it could be attainable if every individual strictly follows the lockdown and social distance at the community level and personal hygiene at the household level. Finally, we want to conclude that the number of infected populations is going to increase in India for the next 3 months if human-to-human transmission and personal precautionary measure continue with the existing rates. We can, however, reduce the size of epidemic and prolong the time to arrive at the peak of epidemic by seriously following the measures suggested by the authorities. We need to wait for another one month to obtain more data and epidemiological parameters for giving a better prediction about the pandemic. It is to be mentioned that research community is working for drugs and/ or vaccines against COVID19 and the presence of such pharmaceutical interventions will significantly alter the results.  "
67389,"Recently, a novel coronavirus (COVID-19) has caused viral pneumonia worldwide, spreading to more than 200 countries, posing a major threat to international health. To prevent the spread of COVID-19, in this study, we report that the city lockdown measure was an effective way to reduce the number of new cases, and the nitrogen dioxide (NO2) concentration can be adopted as an environmental lockdown indicator. In China, after strict city lockdown, the average NO2 concentration decreased 55.7% (95% confidence interval (CI): 51.5-59.6%) and the total number of confirmed new cases decreased significantly. We also determined that the global airborne NO2 concentration steeply decreased over the vast majority of COVID-19-hit areas based on satellite measurements. We found that if NO2 emissions significantly decreased, the total number of confirmed new cases reached an inflection point after approximately two weeks. Italy, Germany and France are good examples. Our results suggest that NO2 satellite measurement can help decision makers effectively monitor control regulations to reduce the spread of COVID-19."
67393,"We simulated the transmission dynamics of 2019-nCoV, with taking into account of 174 the strict control measures enforced in the two cities. For Wuhan, city closure was a 175 chock upon the local residents and they took much better protection than before. 176 Accordingly, we halved the R0 after the city closure. As to Beijing, strict control 177 CC-BY 4.0    "
67407,"An epidemic disease caused by a new coronavirus has spread in Northern Italy with a strong contagion rate. We implement an SEIR model to compute the infected population and number of casualties of this epidemic. The example may ideally regard the situation in the Italian Region of Lombardy, where the epidemic started on February 25, but by no means attempts to perform a rigorous case study in view of the lack of suitable data and uncertainty of the different parameters, namely, the variation of the degree of home isolation and social distancing as a function of time, the number of initially exposed individuals and infected people, the incubation and infection periods and the fatality rate. First, we perform an analysis of the results of the model, by varying the parameters and initial conditions (in order the epidemic to start, there should be at least one exposed or one infected human). Then, we consider the Lombardy case and calibrate the model with the number of dead individuals to date (April 19, 2020) and constraint the parameters on the basis of values reported in the literature. The peak occurs at day 37 (April 1) approximately, when there is a rapid decrease, with a reproduction ratio R0 = 3 initially, 1.38 at day 22 and 0.64 after day 35, indicating different degrees of lockdown. The predicted death toll is almost 14000 casualties, with 2.4 million infected individuals at the end of the epidemic. The incubation period providing a better fit of the dead individuals is 4.25 days and the infection period is 4 days, with a fatality rate of 0.00144/day [values based on the reported (official) number of casualties]. The infection fatality rate (IFR) is 0.57 %, and 2.36 % if twice the reported number of casualties is assumed. However, these rates depend on the initially exposed individuals. If approximately nine times more individuals are exposed, there are three times more infected people at the end of the epidemic and IFR = 0.47 %. If we relax these constraints and use a wider range of lower and upper bounds for the incubation and infection periods, we observe that a higher incubation period (13 versus 4.25 days) gives the same IFR (0.6 versus 0.57 %), but nine times more exposed individuals in the first case. Therefore, a precise determination of the fatality rate is subject to the knowledge of the characteristics of the epidemic. We plan to perform again these calculations and publish a short note when the epidemic is over and the complete and precise data is available. Besides the specific example, the analysis proposed in this work shows how isolation measures, social distancing and knowledge of the diffusion conditions help us to understand the dynamics of the epidemic. Hence, the importance to quantify the process to verify the effectiveness of the isolation."
67428,"As many country, states, cities, and organizations struggle with the decisions to lift social distancing measures put in place to limit the spread of COVID-19 and reopen economies, it is important to understand the associated risks and plan for appropriate public health measures. We present a novel generalized SEIR compartmental model to predict death rates and the number of hospital and ICU beds as social distancing measures are lifted. The model was used to predict the consequences of reopening under different possible scenarios in Brazil, in special for the state of São Paulo. "
67470,"The standard SIR model simulation with those above mentioned parameters values is as follow: . CC-BY-ND 4.0    The COVID-19 is a current global issue which spread in almost every country of the world and caused restriction to the free movement of people resulting a massive economical loss worldwide. Transmission rate (R ) is the number of newly infected individuals derived from a single case is the factor that can calibrated the reproduction rate of coronavirus utilizing the SIR model. In the traditional SIR model, taking Ro as a constant cannot predict the actual scenario of coronavirus spreading. The value of R can be different for different places and time period. Moreover, Ro can be changed with the behavioral changes of people because of the adopted policies by respective authorities. Therefore, in this research R is not considered a constant rather it is used as a time varying function. By taken the possible measures to reduce the social contact R can be minimized with the time causing less death and forecasting to reopen the economy. "
67479,"Community transmission of SARS-CoV-2 remained ongoing in GA, with Re ≥1, on May 2, 2020. On April 24, GA reopened some sectors of the economy, with specific guidelines pertinent to social distancing. 3 Nevertheless, given the ongoing SARS-CoV-2 transmission, it is likely we will observe an increase in daily number of new confirmed cases if increased unprotected social mixing ensues as the economy reopens. Social distancing resulted in an Re range between 1.0 and 1.4 for a virus that has a reported R0 >2. 5, 7 Our estimates concur with those published by Gunzler and Sehgal, where they observed a decline in the mean reproductive number from 4.02 to 1.51 after control measures were implemented in . CC-BY-NC-ND 4.0    "
67492,"Background: The novel coronavirus (SARS-CoV-2) has rapidly evolved into a global epidemic. To control its spread, countries have implemented non pharmaceutical interventions (NPIs), such as school or border closures, while others have even enforced complete lockdowns. Here we study the impact of NPIs in reducing documented cases of COVID-19. Documented case numbers are selected because they are essential for decision-makers in the area of health-policy when monitoring and evaluating current control mechanisms. Methods: We empirically estimate the relative reduction in the number of new cases attributed to each NPI. A cross-country analysis is performed using documented cases through April 15, 2020 from n=20 countries (i.e., the United States, Canada, Australia, the EU-15 countries, Norway, and Switzerland). Results: As of April 15, venue closures were associated with a reduction in the number of new cases by 36 % (95% credible interval [CrI] 20-48 %), closely followed by gathering bans (34 %; 95% CrI 21-45 %), border closures (31 %; 95% CrI 19-42 %), and work bans on non-essential business activities (31 %; 95% CrI 16-44 %). Event bans lead to a slightly less pronounced reduction (23 %; 95% CrI 8-35 %). School closures (8 %; 95% CrI 0-23 %) and lockdowns (5 %; 95% CrI 0-14 %) appeared to be the least effective among the NPIs considered in this analysis. Conclusions: With this cross-country analysis, we provide early estimates regarding the impact of different NPIs for controlling the COVID-19 epidemic. These findings are relevant for evaluating current health-policies. Keywords: COVID-19, coronavirus, non-pharmaceutical interventions, policy measures, health-policy, public health, health services research"
67556,"The different spatiotemporal clustering patterns between COVID-19 and SARS could point to changes in social and demographic factors, local government containment strategies or differences in transmission mechanisms between these coronaviruses. . CC-BY 4.0    Compared to the severe acute respiratory syndrome (SARS) outbreak in 2003, which was also caused by a similar coronavirus, COVID-19 has been much more transmissible and rapidly spread from a single city to the entire country in just 30 days [2] . The estimated basic reproductive numbers (R0s) for COVID-19 and SARS were approximately 3.1 [3] and 2.7 [4] , respectively. The transmission mechanisms of COVID-19 are currently poorly understood, although this disease is considered to be one of the most widespread and destructive infectious diseases. There is a need for a more integrated investigation and coordinated international response to the outbreak. Spatiotemporal analyses, which integrate spatial and time-series analyses, can provide additional information on the persistence of patterns over time and illuminate any unusual patterns. Therefore, in this study, by collecting the daily numbers of newly confirmed COVID-19 and SARS cases during the two epidemics, we aimed to determine the spatial behavior and temporal features of the COVID-19 spread in mainland China and compared then with the respective features from the SARS epidemic using . CC-BY 4.0    ()  .   5 spatiotemporal analysis. In our study, we found that there were different spatiotemporal clustering patterns between COVID-19 and SARS. Compared to SARS, COVID-19 had a higher incidence as well as wider and faster transmission in mainland China. The significant high-risk areas for COVID-19 were predominantly clustered in south-central China, around Hubei, from Jan. 28 to Feb. 18. Additionally, our results showed that the quarantine measure taken in Hubei might have played a crucial role in restricting the infected areas, shortening the epidemic period, and reducing the national infected risk of the disease. The 2003 SARS outbreaks represented one of the most serious public health challenges to China and the world [12] . Seventeen years later, the outbreak of COVID-19 could encounter a similar situation but lead to a different outcome. The different transmission mechanisms of these coronaviruses can also present different spatial and temporal distributions nationally and globally. For SARS, we observed that the distance transmission chain started from Guangdong to Beijing and the nearby provinces. However, for COVID-19, we observed a shorter transmission chain around Hubei but a wider infected region nationally. Outside the epicenter, we identified more secondary clusters for SARS, which indicated that the transmission was wider for second generations. Compared to SARS, the secondary clusters of COVID-19 were mainly clustered around Hubei. This could be explained by the relatively high infection rate nationally, as well as the different demographic factors and local government containment strategies regionally. Another secondary cluster identified in Shandong around Feb. 20 was mainly due to the newly reported cases previously identified in jails [13] . Because the reporting system of the jails was independent from the national . CC-BY 4.0    "
67579,"On January 23 rd 2020, Vietnam was one of the first countries to report SARS-CoV-2 infection and the first to report human-to-human transmission outside of China 22 . Yet 100 days later, it confirmed just 270 cases despite extensive testing, with no community transmission since April 15 th . In the three weeks prior to May 1 st , there were only two imported cases and no reported cases elsewhere in the country. The nature, timing, and success of the control measures introduced may have relevance to other countries seeking to control SARS-CoV-2 transmission. Vietnam has experience in responding to emerging infectious diseases. In the last 20 years, it has confronted outbreaks of SARS 24 , avian and pandemic influenza 25,26 , hand-foot-and-mouth disease 27 , measles 28 , and dengue 29 . Its outbreak responses are coordinated by the Ministry of Health, a . CC-BY-NC-ND 4.0    "
67602,"The COVID-19 is spreading world-wide but stopped spreading in China. Since the spread of the disease is highly related to population migration, it follows a Lévy flight behavior which is characteristic of human mobility [21] . The long incubating period together with the Lévy flight long jumps makes the disease very hard to control and raise the alarm for the other countries. By the time that infected individual is being detectable, one can already perform a long-distance trip and further spread the disease. In fact, the strong relation of population migration and the disease spreading indicates that early quarantine of Hubei province could prevent the worldwide spreading. This is the reason why quarantines are so critical not only for infected persons, but also for others that were nearby infected individuals. The lifetime of the disease in a city is characterized by two stages, uncontrolled infection in early times and decaying stage at later times once quarantines are being performed. These two stages can explain the disease situation in China and predict the situation in other locations in the world if similar strategies will be adopted. Our results suggest that early action may attenuate the disease propagation and prevent overload of the health system which may not be ready for the large amount of unexpected new patients. The stage of the disease in China is almost stable although it was the country with most of infection cases up to the middle of March 2020. The reasoning is that most of the infected cities in China applied strict quarantine measures, leading to exponential decay of disease. However, in other locations around the world, most of the cities are still at the early stages at which the disease is less controlled and may lead to another or even worse outbreak at high risks. "
67622,"This exploratory evaluation shows that the transmission rate of COVID-19 in India is comparable to that in Washington state in the US. The curves describing the initial phase of the outbreak for both the locations are very close. As the beginning of the outbreak in Washington was about 9 days prior to that in India, the current data from the former can be 8 . CC-BY-NC-ND 4.0   author/funder, who has granted medRxiv a license to display the preprint in perpetuity. is the (which was not peer-reviewed)    Figure 5 : Effects of lockdown (assuming exponential growth throughout). Even with social distancing measures and 70% reduction in cases (most optimistic), there will be approximately 30,000 cases by April 20, 2020. used to make informative predictions for India. Along the similar argument, we show that the transmission rate and basic reproduction number R 0 for India are in the expected range. This is contrary to several reports questioning the testing strategies adopted by India quoting a low transmission rate and hence the smaller basic reproduction number. Two epidemiological models -a simple exponential model and an SIR model, are used respectively to forecast short and long term outcomes. These models assume all the seed cases to be symptomatic, which may underestimate the actual numbers due to an uncertain number of asymptomatic individuals. With this limitation, the exponential model based on data till March 23 nicely predicts the values till today (March 30). The SIR model based on data till March 30 indicates that India will enter equilibrium by the end of May with an estimated total number of infected cases to be approximately 13,000. It is estimated that the impact of social distancing will be visible after April 8 following which we may see a significant reduction in the reported infections. However, India is on high risk to enter into community transmission due to reported violation of quarantine norms by individuals as well as other social and demographic issues. The predictions made using the current epidemiological models in the current work will be invalid if such an event occurs. Finally, the model is as good as the underlying data. Because of real time change in data daily, the predictions will accordingly change. Hence, the results from this paper should be used only for qualitative understanding and reasonable estimate of the nature of outbreak, but are not advisable for any decision making or policy change. "
67636,"As the first wave of the SARS-CoV-2 epidemic is waning in many countries, it is important to assess the burden of infection and of death in the population and to quantify the impact of social distancing. First, because these stringent measures have a major economic impact and restrict individual . CC-BY-NC-ND 4.0    "
67642,"The present study reports results from the first 1047 participants (54% female) who responded to our ECLB-COVID19 multiple languages online survey. Findings indicate significant negative effects of the current Covid-19 pandemic on mental health, especially mental wellbeing, mood, and feeling. There, mental wellbeing (estimate with the total score in SWEMWBS) decreased significantly by 9.4 % during home confinement with more individuals (+12.89%) reporting a very low to low mental wellbeing at ""during"" compared to ""before"" home confinement. The largest effects of the current COVID-19 pandemic were observed in questions related to optimistic feeling, closed to others, useful, and thinking. Furthermore, results from the mood and feelings questionnaire showed significant increase by 44.9% in SMFQ total score, indicating negative effects with more people (+10%) developing depressive symptoms at ""during"" compared to ""before"" home confinement. Especially, questions related . CC-BY-NC-ND 4.0    Besides stresses inherent in the illness itself, results from the ECLB-COVID19 survey reveal a negative effect of home-confinement on mental and emotional wellbeing with more people developing depressive symptoms ""during"" compared to ""before"" the confinement period. This increased psychosocial strain triggered by the enforced home confinement should encourage stakeholders and policy makers to implement a crisis-oriented interdisciplinary intervention to mitigate the negative effects of restrictions and to foster an Active and Healthy Confinement Lifestyle (AHCL). "
67674,"A novel coronavirus, SARS-CoV-2, has caused a pandemic of COVID-19. The evolutionary trend of the virus genome may have implications for infection control policy but remains obscure. We introduce an estimation of fold change of translational efficiency based on synonymous variant sites to characterize the adaptation of the virus to hosts. The increased translational efficiency of the M and N genes suggests that the population of SARS-CoV-2 benefits from mutations toward favored codons, while the ORF1ab gene has slightly decreased the translational efficiency. In the coding region of the ORF1ab gene upstream of the −1 frameshift site, the decreasing of the translational efficiency has been weakening parallel to the growth of the epidemic, indicating inhibition of synthesis of RNA-dependent RNA polymerase and promotion of replication of the genome. Such an evolutionary trend suggests that multiple infections increased virulence in the absence of social distancing."
67701,"An evolution law of COVID-19 based on analogy with wave propagation in elastic solids and a damage model is proposed. The key coefficient C is obtained by fitting initial slope of data in a semi-logarithmic scale between day 8 and day 21. Results are very sensitive to this parameter, considered as an intrinsic parameter of population density. For populations of a comparable size, but with coefficients respectively C=1.3 and C=1.62, results show that epidemic size can increase very fast. The second important parameter is CR. It traduces measures like lockdown and quarantine. When controlled, which means decreased, it decreases epidemic size. . CC-BY-NC-ND 4.0    ()  .  /2020 The low predicted epidemic size in Tunisia is essentially due to a low population density (C=1.3) and strict restriction measures (CR=1.115). Population density is inversely proportional to the square of distance d depicted in figure1 which explains its important effect on transmission. "
67709,"In this work, we fit a statistical model of transmission dynamics based on the SEIR model to data from COVID-19 cases from multiple locations. Our approach uses a Bayesian framework, resulting in a distribution of end dates for social distancing, as opposed to a specific end time, incorporating the uncertainty in the parameter choices of the model. This uncertainty is inherent to the SARS-Cov-2 pandemic, as can be viewed by the fact that R 0 has been ranging in the literature from 1.4 to 7.23 [7, 8] . We show that our approach provides a good fit for the COVID-19 cases in these locations. Our approach demonstrates that the end of social distancing will be around October 2020, under mild assumptions. 12 . CC-BY 4.0    "
67724,"The spread of SARS-CoV-2 since December 2019 has become a pandemic and impacted many aspects of human society. Here, we analyzed genetic variation of SARS-CoV-2 and its related coronavirus and found the evidence of intergenomic recombination. After correction for mutational bias, analysis of 137 SARS-CoV-2 genomes as of 2/23/2020 revealed the excess of low frequency mutations on both synonymous and nonsynonymous sites which is consistent with recent origin of the virus. In contrast to adaptive evolution previously reported for SARS-CoV in its brief epidemic in 2003, our analysis of SARS-CoV-2 genomes shows signs of relaxation of selection. The sequence similarity of the spike receptor binding domain between SARS-CoV-2 and a sequence from pangolin is probably due to an ancient intergenomic introgression. Therefore, SARS-CoV-2 might have cryptically circulated within humans for years before being recently noticed. Data from the early outbreak and hospital archives are needed to trace its evolutionary path and reveal critical steps required for effective spreading. Two mutations, 84S in orf8 protein and 251V in orf3 protein, occurred coincidentally with human intervention. The 84S first appeared on 1/5/2020 and reached a plateau around 1/23/2020, the lockdown of Wuhan. 251V emerged on 1/21/2020 and rapidly increased its frequency. Thus, the roles of these mutations on infectivity need to be elucidated. Genetic diversity of SARS-CoV-2 collected from China was two time higher than those derived from the rest of the world. In addition, in network analysis, haplotypes collected from Wuhan city were at interior and have more mutational connections, both of which are consistent with the observation that the outbreak of cov-19 was originated from China. SUMMARY In contrast to adaptive evolution previously reported for SARS-CoV in its brief epidemic, our analysis of SARS-CoV-2 genomes shows signs of relaxation of selection. The sequence similarity of the spike receptor binding domain between SARS-CoV-2 and a sequence from pangolin is probably due to an ancient intergenomic introgression. Therefore, SARS-CoV-2 might have cryptically circulated within humans for years before being recently noticed. Data from the early outbreak and hospital archives are needed to trace its evolutionary path and reveal critical steps required for effective spreading. Two mutations, 84S in orf8 protein and 251V in orf3 protein, occurred coincidentally with human intervention. The 84S first appeared on 1/5/2020 and reached a plateau around 1/23/2020, the lockdown of Wuhan. 251V emerged on 1/21/2020 and rapidly increased its frequency. Thus, the roles of these mutations on infectivity need to be elucidated."
67734,"It must be noted that the congregation, that impacted the social distancing pattern, had happened in the middle of March. Given that the incubation period of this virus, that is the number of days between contracting the virus and showing symptoms, is around 6 days. It was only after the 1 st April 2020 that news about this single source event started emerging and they were traced and tested which is caused a sudden spike in the number of infected cases in our country. This clearly shows that the attendees of the congregation were not tested in the first week of the lock-down 1.0 lest the number would have spiked early on, between March 23 and 30. In figure 1 we depict the ratio between the number of infected cases and the number of tests conducted. There are two trends shown in the figure. The blue trend line is the ratio taken for individual days and the orange trend line is ratio of the cumulative numbers. This ratio of new cases to total test, although too simplistic, yet indicates the need for more tests to be carried out if the ratio appears constant or increases over a period of time. In case this ratio trend line has even a light negative slope, it gives an early indication on the containment of the virus. From the figure we see that in both the trend lines, there is a significant spike in the first week of April, precisely on April 01 and 02, 2020. This is an early indication about the disruption in the social contact pattern. . CC-BY-NC-ND 4.0   has granted medRxiv a license to display the preprint in perpetuity. is the author/funder, who ()  .   The customised SIR model with parameters learned using machine learning algorithms predict the spread of COVID-19 satisfactorily for India. Model predicts that around 32% of COVID-19 cases (as on April 14, 2020) are contributed by the Markaz event or what is also referred to as the single source event. Given this disruption of the social contact structure, the model shows that the country wide lockdown has been effective in bringing down the number of cases in India. "
67766,"The results suggest that the rate of Covid-19 positive deaths in Wales and the UK have peaked, although there is predicted significant mortality in the coming weeks and months, consistent with multiple other forecast models of Covid-19 [9] . The situation is different in North Wales, where there remains significant uncertainty concerning the timing of peak mortality. Concerns that the incidence of new cases may be rising at a higher rate than the remainder of Wales, and the ≥2 week lag in mortality implies that reducing current controls on population movement may be detrimental to the region's population health. The fragility of rural North Wales in dealing with Covid-19 in the context of substantial increases in holidaymakers and second home residents is significant. The May 10 th announcement of the relaxation in the lockdown for England, included freedom for exercise and outdoor activity, ""irrespective of distance"".   ()   .   6 Whether this includes travel to Wales and other parts of the UK is unclear -the Welsh Government has ruled that stopping people breaking Welsh coronavirus lockdown laws is not a ""real option"". Our analysis has strengths in consideration of multiple sigmoidal growth functions, contrasting with many others, including the influential Institute for Health Metrics and Evaluation modelling which relies on a single model, namely the ERF error function. Their approach has been criticised as predictions are extremely labile since new data are included on a daily basis [10] . Neither our model nor the IHME model is a disease transmission model, and this represents a limitation. Although in predicting mortality (as opposed to cases), SEIR compartmental models (representing susceptible, exposed, infectious, recovered) may be less reliable. Model averaging benefits from possible reduction of predictive error. However the confidence bounds for averaged models are not readily calculable, hence our presentation of the range of outputs from each individual model as a conservative estimate. A further limitation relates to the data, as not all Covid-19 deaths are reported in NHS and Government figures. Estimations of excess mortality in relation to historic data for the months of March to May should provide a more robust estimate, and which are inclusive also of wider impacts of hospital pressures and cancellation of elective procedures. In conclusion, policies governing the movement of people in the gradual release from lockdown are likely to impact significantly on areas -principally rural in nature -where cases of Covid-19, deaths and immunity are likely to be much lower than in populated areas. This is particularly difficult to manage across jurisdictions, such as between England and Wales, and for popular holiday destinations. "
67771,"We consider a simple model for the COVID-19 pandemic to analyse the relative effectiveness of several stages of the lockdown in Belgium, as well as of several phases of its relaxation. We also make a future projection of different types of measures relative to different stages of the already experienced lockdown."
67796,"In addition to the pandemic state and the thousands of deaths caused by COVID-19 worldwide, some government boards and leaders manifest that their foremost concern regards the economic retraction, which is expected to last longer than the harmful effects of the COVID-19 outbreak themselves. In fact, they are not completely controversial from their perspective. While in-development countries' systems depend on economic income (e.g., sales of commodities), further projections are certainly contingent upon the creation and offer of jobs to remain sustainable. However, the . CC-BY-NC-ND 4.0    "
67826,"The present analysis, based on the daily reported confirmed cases of COVID-19, suggests that there has virtually been little impact of the nationwide lockdown and subsequent extension and relaxation in restrictions on the progress of the COVID-19 epidemic in India. There has also been little empirical evidence to suggest that relaxation in the restrictions under the third and the fourth phase of the nation-wide lockdown has resulted in spiking the reported confirmed cases of COVID-19 in the country. The analysis also suggests that if the trend in the reported confirmed cases of COVID-19 during the period 4 April through 21 May 2020 continues in the immediate future, then the daily reported confirmed cases of COVID-19 is likely to increase to around 21 thousand by 15 June 2020 whereas the total number of confirmed cases of COVID-19 will increase to around 422 thousand. This trend can be changed or reverted by introducing appropriate interventions that may help in containing the spread of the disease. In this context, population-wide testing for COVID-19 along with isolation of positive cases and contacts to the positive cases appears to be the need of the time. reuse, remix, or adapt this material for any purpose without crediting the original authors. preprint () in the Public Domain. It is no longer restricted by copyright. Anyone can legally share,  . 10 reuse, remix, or adapt this material for any purpose without crediting the original authors. preprint () in the Public Domain. It is no longer restricted by copyright. Anyone can legally share,  .   reuse, remix, or adapt this material for any purpose without crediting the original authors. preprint () in the Public Domain. It is no longer restricted by copyright. Anyone can legally share,  .   reuse, remix, or adapt this material for any purpose without crediting the original authors. preprint () in the Public Domain. It is no longer restricted by copyright. Anyone can legally share,  .   reuse, remix, or adapt this material for any purpose without crediting the original authors. preprint () in the Public Domain. It is no longer restricted by copyright. Anyone can legally share,  . . 1101 /2020 Author's calculations Remarks: * Statistically significant at p=0.05. "
67836,"On March 11, 2020 the World Health Organization (WHO) had declared SARS-CoV-2 pandemic; and at present there are over 6 million cases across the globe. Based on the interim guidelines of WHO, most of the countries opted for social distancing with lockdown as the only way to control the pandemic. This led to Manufacturing shut down, which acted as a spanner in the wheel for international supply chain leading to pressure on governments to review the protocols of the lockdown. We studied epidemiological parameters for 18 countries and obtained crossover time point referring to cumulative case active and case recovery rates and the time point for the peak positive confirmation rate in a time window of 92 days; and linked with the respective governmental decisions. For countries awaiting crossover, time series non-linear models could be used for predicting the crossover point. A sample study was carried out for India. The median time for reaching crossover for 12 countries was 37 days, while peak positive confirmation rate was 30 days after their first intervention. These countries enforced strict lockdown regulations and have shown constant improvement in their recovery rate even after crossover time point. A phase wise relaxation of lockdown is evident after crossover point in most of these countries. The crossover time point with the subsequent increasing recovery rate can be a strategy for lockdown relaxation as evident from the experiences of few countries. Also, we propose a criterion based on cumulative recovery and fatality rate for micro-management of lockdown."
68048,"Due to the recent diffusion of COVID-19 outbreak, the scientific community is making efforts in analysing models for understanding the present situation and predicting future scenarios. In this paper, we propose a Susceptible-Infected-Exposed-Recovered-Dead (SEIRD) differential model [Weitz J. S. and Dushoff J., Scientific reports, 2015] for the analysis and forecast of the COVID-19 spread in Italian regions, using the data from the Italian Protezione Civile from February 24th 2020. In this study, we investigate an adaptation of SEIRD that takes into account the actual policies of the Italian government, consisting of modelling the infection rate as a time-dependent function (SEIRD(rm)). Preliminary results on Lombardia and Emilia-Romagna regions confirm that SEIRD(rm) fits the data more accurately than the original SEIRD model with constant rate infection parameter. Moreover, the increased flexibility in the choice of the infection rate function makes it possible to better control the predictions due to the lockdown policy."
68063,"Our results show an early deceleration in the spread of COVID-19, probably resulting from personal hygiene and social distancing recommendations that preceded the enforcement of the nationwide lockdown in most regions (see also Santamaría & Hortal 2020). The nationwide lockdown marks a clear turning point in the apparent reproductive number: the strongest decrease in Rt detected in all regions follows such enforcement (see also Tobías 2020). However, in nine regions the decrease in Rt that preceded the nationwide lockdown was interrupted by increases in Rt values (most notably Aragón, Castilla-La Mancha, Navarra and Extremadura). It is likely that these increments are related to the increases in inter-regional mobility from the most affected regions (Madrid, Catalonia, Basque Country and La Rioja; see Maxxoli et al. 2020) , triggered by local lockdown measures (such as the closure of schools and universities in Madrid and parts of Basque Country, in March 11) that unwittingly incentivized the migration of students and wealthy citizens to family homes and second residences (a response observed also in other countries, such as France and the US; Onishi and Méheut, 2020; Hoffower 2020). . CC-BY-NC-ND 4.0    "
68083,"Our study builds on the recent emerging epidemiological data supporting the efficacy of NPIs, and specific to our study, stay-at-home mandates, in the control of the COVID-19 pandemic. 6, 17, 16, [18] [19] [20] [21] [22] Our analysis supports a protective effect of earlier implementation of stay-athome orders both globally and within US states. Notably, when the timing of mandate implementation was analyzed as a continuous variable, the effect on timing to peak case and death counts was modest with an increase in the time to peak of approximately one day. By contrast, a relatively strong effect was demonstrated when we evaluated regions categorized as late mandate implementers, corresponding to the largest predicted prolongation in the number of days to peak daily case and death counts. This strong association supports the possibility of a ""threshold"" date or range of dates only until which an implemented mandate may be efficacious. Strengths of this study include the temporality of the interventions and outcomes included in our analysis, which supports biological plausibility. Furthermore, our study included multiple iterations of analyses to support the observed trend. Our findings were replicated for both US states as well as for our included countries, which supports the consistency of the observed effect. Finally, we accounted for the relative burden of disease at the time of each region's . CC-BY-NC 4.0    "
